2017-12-15 19:20:30.071494	3
2017-12-15 19:20:30.071494	1
2017-12-15 19:20:30.089039	1
2017-12-15 19:20:30.118372	1
2017-12-15 19:20:30.118372	2
2017-12-15 19:20:30.136667	2
2017-12-15 19:20:30.180641	1
2017-12-15 19:20:30.180641	2
2017-12-15 19:20:30.198263	1
2017-12-15 19:20:30.226967	2
2017-12-15 19:20:30.226967	1
2017-12-15 19:20:30.244088	1
2017-12-15 19:20:30.259555	2
2017-12-15 19:20:30.278456	2
2017-12-15 19:20:30.278456	2
2017-12-15 19:20:30.295290	2
2017-12-15 19:20:30.295290	5
2017-12-15 19:20:30.313317	1
2017-12-15 19:20:30.331883	4
2017-12-15 19:20:30.331883	1
2017-12-15 19:20:30.349004	4
2017-12-15 19:20:30.349004	3
2017-12-15 19:20:30.366077	2
2017-12-15 19:20:30.401543	2
2017-12-15 19:20:30.430413	2
2017-12-15 19:20:30.447699	1
2017-12-15 19:20:30.466253	1
2017-12-15 19:20:30.502388	2
2017-12-15 19:20:30.571098	1
2017-12-15 19:20:30.571098	2
2017-12-15 19:20:30.586914	1
2017-12-15 19:20:30.586914	1
2017-12-15 19:20:30.604601	3
2017-12-15 19:20:30.604601	1
2017-12-15 19:20:30.639062	1
2017-12-15 19:20:30.639062	1
2017-12-15 19:20:30.642279	3
2017-12-15 19:20:30.652886	1
2017-12-15 19:20:30.667017	5
2017-12-15 19:20:30.702694	1
2017-12-15 19:20:30.794770	2
2017-12-15 19:20:30.846361	3
2017-12-15 19:20:31.087838	5
